# z, m_eff, m_err
3.400000000000000244e-01 2.175904325459999811e+01 2.331322805310284685e-01
4.209999999999999853e-01 2.281503162979999999e+01 3.233994298113935240e-01
3.990000000000000213e-01 2.216708176059999502e+01 2.944842925128359212e-01
4.929999999999999938e-01 2.282591466949999770e+01 2.656568959283753251e-01
4.949999999999999956e-01 2.292766336689999562e+01 2.342767109363271816e-01
4.209999999999999853e-01 2.285862775379999690e+01 2.356905868780686530e-01
3.479999999999999760e-01 2.226862620030000173e+01 2.194852208252157932e-01
3.439999999999999725e-01 2.185187111659999815e+01 2.119071589098007746e-01
2.710000000000000187e-01 2.121130207050000038e+01 2.173473753834364863e-01
2.740000000000000213e-01 2.140365064759999925e+01 2.108163966412083257e-01
4.010000000000000231e-01 2.261463231309999955e+01 3.341880144045072942e-01
4.159999999999999809e-01 2.223653694669999581e+01 3.047324227300602373e-01
2.859999999999999765e-01 2.189013084369999618e+01 2.598819835262911049e-01
2.660000000000000142e-01 2.106970739120000147e+01 2.520191167390561926e-01
3.140000000000000013e-01 2.191096803550000160e+01 2.442135478657654624e-01
4.630000000000000226e-01 2.262675375399999567e+01 2.681479164894166600e-01
3.410000000000000253e-01 2.167051385929999796e+01 2.264998668834341533e-01
3.679999999999999938e-01 2.214669523719999589e+01 2.093417135843872179e-01
3.089999999999999969e-01 2.153977464509999962e+01 2.169475028293736396e-01
2.839999999999999747e-01 2.151438258379999624e+01 2.087826148401609183e-01
2.780000000000000249e-01 2.124524056950000173e+01 2.007077187651404859e-01
4.769999999999999796e-01 2.273333515539999539e+01 1.860347702037970230e-01
4.550000000000000155e-01 2.300293227210000069e+01 2.315789436292123582e-01
4.600000000000000200e-01 2.282744961130000050e+01 2.122265727082146003e-01
4.749999999999999778e-01 2.278388140279999519e+01 2.577104186102183725e-01
6.199999999999999956e-01 2.390696202330000020e+01 3.914957930605501013e-01
5.699999999999999512e-01 2.316811035910000172e+01 3.901078707898756326e-01
5.000000000000000000e-01 2.304200326229999618e+01 3.187520626337744800e-01
9.699999999999999734e-01 2.350020383249999512e+01 8.057689691879925675e-01
8.299999999999999600e-01 2.422140343659999573e+01 4.720011950042810045e-01
5.809999999999999609e-01 2.274242327800000041e+01 5.059242049210400660e-01
5.789999999999999591e-01 2.386536334419999505e+01 6.439969472043605148e-01
6.570000000000000284e-01 2.365424871729999623e+01 6.594112618492810052e-01
5.500000000000000444e-01 2.502246754289999942e+01 1.007259036505475436e+00
5.919999999999999707e-01 2.483135482559999829e+01 7.185899924758935020e-01
5.260000000000000231e-01 2.263508085979999507e+01 5.145544729165982822e-01
7.630000000000000115e-01 2.515142459419999810e+01 8.986640043272728917e-01
5.799999999999999600e-01 2.398412501390000173e+01 5.208269796458782075e-01
6.560000000000000275e-01 2.382385910589999511e+01 6.279195674918478520e-01
5.699999999999999512e-01 2.335046671239999583e+01 4.713377867798576593e-01
6.149999999999999911e-01 2.322163660800000073e+01 5.570311843224606818e-01
6.550000000000000266e-01 2.299408524819999755e+01 4.979860858067629570e-01
5.140000000000000124e-01 2.346519362129999919e+01 4.946464897818049211e-01
8.589999999999999858e-01 2.477190260189999904e+01 2.984765283953330073e-01
9.360000000000000542e-01 2.398610586349999707e+01 7.066185228114684191e-01
5.280000000000000249e-01 2.313334956929999819e+01 2.461258499906993080e-01
9.779999999999999805e-01 2.417907216469999909e+01 2.941809702480565614e-01
8.850000000000000089e-01 2.486333330629999594e+01 2.877980511780253714e-01
8.149999999999999467e-01 2.475340160069999840e+01 7.295388193119926035e-01
6.979999999999999538e-01 2.444772868600000137e+01 4.345170875531289556e-01
5.679999999999999494e-01 2.338824962290000187e+01 2.910969004253469161e-01
7.109999999999999654e-01 2.424554956460000099e+01 3.679502118623581564e-01
8.120000000000000551e-01 2.433257327619999799e+01 3.802017720307270254e-01
7.990000000000000435e-01 2.405782940059999575e+01 2.350961944946933224e-01
8.820000000000000062e-01 2.405403892709999880e+01 5.847571766990364850e-01
8.329999999999999627e-01 2.436709784780000021e+01 5.217763982509987519e-01
8.739999999999999991e-01 2.397437924099999762e+01 3.892471030398118037e-01
7.720000000000000195e-01 2.418899382789999564e+01 2.208815442084164637e-01
5.430000000000000382e-01 2.315780585059999552e+01 1.026242715366244146e-01
7.500000000000000000e-01 2.392199868699999499e+01 1.415344329945139590e-01
6.400000000000000133e-01 2.344324727489999916e+01 1.911778779187178756e-01
6.400000000000000133e-01 2.384338069379999681e+01 1.960578523051728639e-01
7.800000000000000266e-01 2.427980717029999980e+01 1.739256813842808558e-01
5.400000000000000355e-01 2.310362126720000120e+01 1.155154627596096106e-01
8.599999999999999867e-01 2.460066067029999815e+01 1.750025306466932995e-01
8.399999999999999689e-01 2.455210319429999899e+01 2.243632244086551653e-01
9.599999999999999645e-01 2.429221160819999525e+01 2.771431256679630084e-01
8.217999999999999750e-01 2.449436396209999955e+01 2.153072641715916558e-01
9.300000000000000488e-01 2.423142957819999666e+01 2.914664071900170961e-01
6.099999999999999867e-01 2.358396571199999769e+01 1.591022208084346412e-01
8.299999999999999600e-01 2.472965993349999891e+01 2.109791598648293465e-01
7.069999999999999618e-01 2.396142562009999821e+01 2.580040110124765529e-01
5.570000000000000506e-01 2.323601120269999498e+01 1.602884953642637333e-01
7.910000000000000364e-01 2.425588111969999616e+01 2.035663949135212702e-01
6.949999999999999512e-01 2.389070426070000153e+01 2.076279640980472629e-01
6.330000000000000071e-01 2.372886353019999817e+01 1.725845551153243895e-01
5.320000000000000284e-01 2.324481565959999685e+01 1.693297774708729941e-01
9.609999999999999654e-01 2.494320161679999970e+01 3.413773051413804827e-01
6.129999999999999893e-01 2.367272466359999683e+01 1.678002595144282016e-01
9.829999999999999849e-01 2.483628436709999576e+01 4.360309022723786176e-01
7.099999999999999645e-01 2.370103880980000000e+01 1.867069100409384508e-01
7.299999999999999822e-01 2.395599551999999832e+01 1.971894816311488552e-01
6.199999999999999956e-01 2.368825260470000060e+01 1.721980913906766553e-01
5.210000000000000187e-01 2.285912945209999592e+01 1.637680390153899157e-01
5.709999999999999520e-01 2.307816206609999554e+01 1.767879789430440440e-01
6.039999999999999813e-01 2.320597648099999688e+01 1.624806260410653624e-01
9.271000000000000352e-01 2.461949787120000011e+01 2.882728253075738101e-01
5.480000000000000426e-01 2.297529855630000029e+01 1.907448386826798847e-01
8.679999999999999938e-01 2.417228740610000060e+01 2.479169828074444526e-01
8.110000000000000542e-01 2.408353602160000051e+01 2.127453522835013322e-01
7.560000000000000053e-01 2.449299219039999898e+01 1.950963068686327184e-01
8.169999999999999485e-01 2.433056373610000023e+01 2.124160186778505099e-01
7.520000000000000018e-01 2.398082988039999819e+01 2.092333143048731026e-01
5.515999999999999792e-01 2.298218373330000119e+01 1.522399981879777597e-01
7.409999999999999920e-01 2.439625228739999940e+01 2.252931905425968606e-01
5.260000000000000231e-01 2.307921067949999738e+01 1.696172093649262747e-01
5.919999999999999707e-01 2.325632276179999636e+01 1.749848779151004508e-01
9.050000000000000266e-01 2.431774000620000109e+01 2.592094480710928628e-01
9.489999999999999547e-01 2.412390985320000070e+01 2.862074120384836551e-01
8.000000000000000444e-01 2.439306010529999824e+01 2.172465931742200151e-01
6.790000000000000480e-01 2.413640634020000064e+01 1.982520599170178310e-01
5.816999999999999948e-01 2.335104060739999809e+01 1.625949470024586896e-01
5.500000000000000444e-01 2.295464704640000164e+01 1.580774517717944139e-01
8.100000000000000533e-01 2.404889249460000045e+01 2.147910697908878286e-01
9.499999999999999556e-01 2.465560750659999556e+01 2.927847893798528056e-01
9.100000000000000311e-01 2.498451642299999875e+01 2.689196506332445780e-01
6.430000000000000160e-01 2.369026698769999584e+01 1.690529531038878763e-01
6.909999999999999476e-01 2.376776693009999875e+01 2.556088521687788773e-01
7.209999999999999742e-01 2.385467838250000128e+01 1.895687134942776186e-01
5.809999999999999609e-01 2.342132334060000076e+01 1.583306491304987129e-01
6.268000000000000238e-01 2.343761261539999552e+01 1.600643078834254329e-01
8.179999999999999494e-01 2.407189417209999860e+01 2.692354258432850811e-01
6.879999999999999449e-01 2.373298603470000145e+01 1.684698835887924739e-01
8.699999999999999956e-01 2.491030420470000095e+01 2.804266061068648175e-01
5.042999999999999705e-01 2.301720069530000146e+01 1.525563199032858308e-01
5.909999999999999698e-01 2.388810596769999606e+01 3.074731546619796640e-01
5.829999999999999627e-01 2.308012536589999897e+01 2.880504164608505557e-01
5.190000000000000169e-01 2.375050971399999966e+01 3.158902631637247604e-01
6.119999999999999885e-01 2.349294094400000077e+01 2.846089481667137266e-01
6.310000000000000053e-01 2.305638312089999786e+01 2.468042159717708239e-01
6.450000000000000178e-01 2.349597316619999887e+01 2.361861539579631908e-01
5.390000000000000346e-01 2.290566320839999648e+01 2.436517678831728040e-01
5.610000000000000542e-01 2.355095040169999621e+01 3.079864940283834618e-01
5.989999999999999769e-01 2.342246489609999927e+01 3.833408055213308741e-01
6.189999999999999947e-01 2.373501863699999959e+01 2.496316938267894303e-01
5.400000000000000355e-01 2.319016351859999858e+01 2.845314096099716972e-01
6.330000000000000071e-01 2.288067248269999610e+01 2.616037053234048781e-01
5.100000000000000089e-01 2.255968536880000030e+01 2.287383091940101421e-01
6.870000000000000551e-01 2.367538507849999618e+01 2.867623594708106349e-01
6.870000000000000551e-01 2.351383512170000145e+01 2.741839580130359111e-01
6.029999999999999805e-01 2.332520470669999568e+01 2.802393002532511668e-01
5.639999999999999458e-01 2.305189174859999568e+01 2.935593338564422838e-01
5.819999999999999618e-01 2.384291025619999616e+01 3.265887165279723336e-01
6.800000000000000488e-01 2.358303445769999840e+01 2.924944844893117013e-01
5.620000000000000551e-01 2.372952259450000057e+01 3.345631935733902051e-01
5.809999999999999609e-01 2.434767976699999892e+01 3.923854426284804631e-01
6.310000000000000053e-01 2.356082529329999531e+01 2.362819122153273221e-01
5.220000000000000195e-01 2.335633034660000007e+01 2.489649613266229911e-01
5.280000000000000249e-01 2.304869184139999660e+01 3.041373626927187934e-01
5.080000000000000071e-01 2.287327073189999638e+01 2.337007408985207479e-01
7.810000000000000275e-01 2.411622955150000180e+01 3.227459943135257414e-01
6.129999999999999893e-01 2.329570959420000165e+01 2.619381038092790104e-01
9.499999999999999556e-01 2.431731760749999793e+01 2.992622056775934292e-01
8.159999999999999476e-01 2.437008288160000191e+01 4.588451950750562780e-01
8.539999999999999813e-01 2.428746428610000052e+01 2.275561082892836318e-01
9.749999999999999778e-01 2.501272549740000173e+01 2.148850508158046679e-01
9.699999999999999734e-01 2.514160169739999517e+01 2.929943684606457488e-01
7.399999999999999911e-01 2.396654670379999530e+01 2.006577854815783102e-01
8.389999999999999680e-01 2.407706572369999876e+01 2.241408862249898715e-01
5.210000000000000187e-01 2.305724455649999882e+01 2.015770527504200660e-01
9.499999999999999556e-01 2.456315029399999972e+01 2.377454998759602478e-01
7.349999999999999867e-01 2.377084035329999878e+01 2.028069410353354751e-01
6.700000000000000400e-01 2.382220955379999694e+01 2.117898000317453289e-01
6.400000000000000133e-01 2.360327543369999503e+01 2.817162386915382233e-01
8.399999999999999689e-01 2.419330437729999872e+01 2.108422633921187561e-01
9.350000000000000533e-01 2.421919723590000117e+01 2.295850355186044855e-01
9.529999999999999583e-01 2.495262022669999524e+01 9.551886683707875303e-01
5.520000000000000462e-01 2.318993427610000069e+01 1.076780359275877202e-01
6.710000000000000409e-01 2.366100700109999977e+01 1.242224787208037612e-01
5.110000000000000098e-01 2.305266046689999726e+01 9.397870041731695712e-02
9.739999999999999769e-01 2.451314325639999581e+01 1.768027384679339287e-01
8.499999999999999778e-01 2.417325734550000149e+01 1.743961398248201622e-01
8.209999999999999520e-01 2.431993878679999810e+01 1.963193160895730649e-01
6.229999999999999982e-01 2.319352399730000158e+01 2.432849036797649911e-01
1.010000000000000009e+00 2.469147453620000121e+01 3.768683656159855788e-01
1.056999999999999940e+00 2.482963010010000104e+01 2.404634109977732692e-01
1.020000000000000018e+00 2.504192470269999760e+01 2.229909956610758304e-01
1.139999999999999902e+00 2.500195709299999791e+01 2.306602716411535747e-01
1.370000000000000107e+00 2.572871334899999951e+01 2.644555685363676467e-01
1.389999999999999902e+00 2.555523434030000018e+01 2.524210410653102699e-01
1.020000000000000018e+00 2.484306552760000031e+01 2.342683418267018369e-01
1.120000000000000107e+00 2.519340548709999794e+01 2.260783948390543696e-01
1.229999999999999982e+00 2.569967572279999857e+01 2.369353267701379273e-01
1.189999999999999947e+00 2.504183165619999940e+01 2.489225178185557608e-01
1.010000000000000009e+00 2.559113782929999914e+01 3.350942245738319780e-01
1.300000000000000044e+00 2.569525810160000034e+01 2.445661350794887945e-01
1.304999999999999938e+00 2.541916932799999884e+01 2.612681980253319103e-01
1.139999999999999902e+00 2.487595213330000021e+01 3.696227629420292815e-01
1.306999999999999940e+00 2.608974410859999793e+01 3.161234237017658266e-01
1.264999999999999902e+00 2.562311084099999547e+01 2.373733387064660416e-01
1.340000000000000080e+00 2.574650558129999567e+01 2.766465279877057815e-01
1.124000000000000110e+00 2.524651918140000006e+01 1.995312255180249073e-01
1.030000000000000027e+00 2.491909335720000129e+01 1.444048120820229097e-01
1.191999999999999948e+00 2.513775159999999786e+01 2.024927044658809405e-01
1.092000000000000082e+00 2.468684771890000107e+01 2.483306251851320201e-01
1.110000000000000098e+00 2.530433585229999593e+01 4.488363476770807492e-01
1.350000000000000089e+00 2.550606547709999816e+01 1.881129981525613559e-01
1.241000000000000103e+00 2.526070296079999977e+01 4.793108224689384689e-01
1.413999999999999924e+00 2.548276613869999707e+01 3.474789480624038696e-01
1.187999999999999945e+00 2.528664254979999626e+01 5.014431635397273990e-01
1.016999999999999904e+00 2.497297077090000172e+01 1.736570957615767297e-01
1.314999999999999947e+00 2.565035777439999620e+01 1.898935618728539443e-01
1.215000000000000080e+00 2.592552094950000097e+01 5.611199865808951248e-01
